image_path,label
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-05-02.png,is
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-05-03.png,to
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-05-04.png,be
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-05-05.png,backed
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-05-06.png,by
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-05-07.png,Mr.
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-05-08.png,Will
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-06-00.png,Griffiths
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-06-01.png,","
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-06-02.png,P
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-06-03.png,for
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-06-04.png,Manchester
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-06-05.png,Exchange
../dataset/raw/iam_words/words/a01/a01-000u/a01-000u-06-06.png,.
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-00.png,A
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-01.png,MOVE
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-02.png,to
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-03.png,stop
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-04.png,Mr.
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-05.png,Gaitskell
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-06.png,from
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-00-07.png,nominating
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-00.png,any
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-01.png,more
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-02.png,Labour
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-03.png,life
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-04.png,Peers
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-05.png,is
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-06.png,to
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-07.png,be
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-08.png,made
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-09.png,at
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-01-10.png,a
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-00.png,meeting
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-01.png,of
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-02.png,Labour
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-03.png,Ps
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-04.png,tomorrow
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-05.png,.
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-06.png,Mr.
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-02-07.png,Michael
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-00.png,Foot
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-01.png,has
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-02.png,put
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-03.png,down
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-04.png,a
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-05.png,resolution
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-06.png,on
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-07.png,the
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-03-08.png,subject
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-00.png,and
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-01.png,he
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-02.png,is
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-03.png,to
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-04.png,be
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-05.png,backed
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-06.png,by
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-07.png,Mr.
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-08.png,Will
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-09.png,Griffiths
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-04-10.png,","
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-05-00.png,P
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-05-01.png,for
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-05-02.png,Manchester
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-05-03.png,Exchange
../dataset/raw/iam_words/words/a01/a01-000x/a01-000x-05-04.png,.
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-00.png,Though
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-01.png,they
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-02.png,may
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-03.png,gather
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-04.png,some
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-05.png,Left-wing
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-06.png,support
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-07.png,","
../dataset/raw/iam_words/words/a01/a01-003/a01-003-00-08.png,a
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-00.png,large
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-01.png,majority
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-02.png,of
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-03.png,Labour
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-04.png,Ps
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-05.png,are
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-06.png,likely
../dataset/raw/iam_words/words/a01/a01-003/a01-003-01-07.png,to
../dataset/raw/iam_words/words/a01/a01-003/a01-003-02-00.png,turn
../dataset/raw/iam_words/words/a01/a01-003/a01-003-02-01.png,down
../dataset/raw/iam_words/words/a01/a01-003/a01-003-02-02.png,the
../dataset/raw/iam_words/words/a01/a01-003/a01-003-02-03.png,Foot-Griffiths
../dataset/raw/iam_words/words/a01/a01-003/a01-003-02-04.png,resolution
../dataset/raw/iam_words/words/a01/a01-003/a01-003-02-05.png,.
../dataset/raw/iam_words/words/a01/a01-003/a01-003-02-06.png,Mr.
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-00.png,Foot's
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-01.png,line
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-02.png,will
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-03.png,be
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-04.png,that
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-05.png,as
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-06.png,Labour
../dataset/raw/iam_words/words/a01/a01-003/a01-003-03-07.png,Ps
../dataset/raw/iam_words/words/a01/a01-003/a01-003-04-00.png,opposed
../dataset/raw/iam_words/words/a01/a01-003/a01-003-04-01.png,the
../dataset/raw/iam_words/words/a01/a01-003/a01-003-04-02.png,Government
../dataset/raw/iam_words/words/a01/a01-003/a01-003-04-03.png,Bill
../dataset/raw/iam_words/words/a01/a01-003/a01-003-04-04.png,which
../dataset/raw/iam_words/words/a01/a01-003/a01-003-04-05.png,brought
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-00.png,life
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-01.png,peers
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-02.png,into
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-03.png,existence
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-04.png,","
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-05.png,they
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-06.png,should
../dataset/raw/iam_words/words/a01/a01-003/a01-003-05-07.png,not
../dataset/raw/iam_words/words/a01/a01-003/a01-003-06-00.png,now
../dataset/raw/iam_words/words/a01/a01-003/a01-003-06-01.png,put
../dataset/raw/iam_words/words/a01/a01-003/a01-003-06-02.png,forward
../dataset/raw/iam_words/words/a01/a01-003/a01-003-06-03.png,nominees
../dataset/raw/iam_words/words/a01/a01-003/a01-003-06-04.png,.
../dataset/raw/iam_words/words/a01/a01-003/a01-003-06-05.png,He
../dataset/raw/iam_words/words/a01/a01-003/a01-003-06-06.png,believes
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-00.png,that
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-01.png,the
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-02.png,House
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-03.png,of
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-04.png,Lords
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-05.png,should
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-06.png,be
../dataset/raw/iam_words/words/a01/a01-003/a01-003-07-07.png,abolished
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-00.png,and
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-01.png,that
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-02.png,Labour
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-03.png,should
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-04.png,not
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-05.png,take
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-06.png,any
../dataset/raw/iam_words/words/a01/a01-003/a01-003-08-07.png,steps
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-00.png,which
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-01.png,would
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-02.png,appear
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-03.png,to
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-04.png,""""
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-05.png,prop
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-06.png,up
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-07.png,""""
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-08.png,an
../dataset/raw/iam_words/words/a01/a01-003/a01-003-09-09.png,out-dated
../dataset/raw/iam_words/words/a01/a01-003/a01-003-10-00.png,institution
../dataset/raw/iam_words/words/a01/a01-003/a01-003-10-01.png,.
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-00-00.png,Though
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-00-01.png,they
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-00-02.png,may
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-00-03.png,gather
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-00-04.png,some
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-00-05.png,Left-wing
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-01-00.png,support
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-01-01.png,","
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-01-02.png,a
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-01-03.png,large
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-01-04.png,majority
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-01-05.png,of
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-01-06.png,Labour
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-00.png,Ps
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-01.png,are
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-02.png,likely
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-03.png,to
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-04.png,turn
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-05.png,down
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-06.png,the
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-02-07.png,Foot-
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-03-00.png,Griffiths
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-03-01.png,resolution
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-03-02.png,.
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-03-03.png,Mr.
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-03-04.png,Foot's
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-03-05.png,line
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-03-06.png,will
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-04-00.png,be
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-04-01.png,that
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-04-02.png,as
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-04-03.png,Labour
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-04-04.png,Ps
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-04-05.png,opposed
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-04-06.png,the
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-05-00.png,Government
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-05-01.png,Bill
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-05-02.png,which
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-05-03.png,brought
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-05-04.png,life
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-05-05.png,peers
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-00.png,into
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-01.png,existence
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-02.png,","
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-03.png,they
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-04.png,should
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-05.png,not
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-06.png,now
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-06-07.png,put
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-07-00.png,forward
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-07-01.png,nominees
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-07-02.png,.
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-07-03.png,He
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-07-04.png,believes
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-07-05.png,that
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-07-06.png,the
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-08-00.png,House
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-08-01.png,of
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-08-02.png,Lords
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-08-03.png,should
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-08-04.png,be
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-08-05.png,abolished
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-08-06.png,and
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-09-00.png,that
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-09-01.png,Labour
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-09-02.png,should
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-09-03.png,not
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-09-04.png,take
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-09-05.png,any
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-09-06.png,steps
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-00.png,which
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-01.png,would
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-02.png,appear
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-03.png,to
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-04.png,""""
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-05.png,prop
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-06.png,up
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-07.png,""""
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-08.png,an
../dataset/raw/iam_words/words/a01/a01-003u/a01-003u-10-09.png,out-
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-00.png,Though
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-01.png,they
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-02.png,may
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-03.png,gather
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-04.png,some
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-05.png,Left-wing
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-06.png,support
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-07.png,","
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-00-08.png,a
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-00.png,large
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-01.png,majority
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-02.png,of
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-03.png,Labour
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-04.png,Ps
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-05.png,are
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-06.png,likely
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-07.png,to
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-01-08.png,turn
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-00.png,down
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-01.png,the
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-02.png,Foot-Griffiths
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-03.png,resolution
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-04.png,.
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-05.png,Mr.
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-06.png,Foot's
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-02-07.png,line
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-00.png,will
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-01.png,be
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-02.png,that
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-03.png,as
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-04.png,Labour
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-05.png,Ps
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-06.png,opposed
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-07.png,the
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-03-08.png,Govern-
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-00.png,ment
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-01.png,Bill
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-02.png,which
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-03.png,brought
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-04.png,life
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-05.png,peers
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-06.png,into
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-07.png,existence
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-08.png,","
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-04-09.png,they
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-00.png,should
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-01.png,not
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-02.png,now
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-03.png,put
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-04.png,forward
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-05.png,nominees
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-06.png,.
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-07.png,He
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-05-08.png,believes
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-00.png,that
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-01.png,the
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-02.png,House
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-03.png,of
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-04.png,Lords
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-05.png,should
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-06.png,be
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-07.png,abolished
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-06-08.png,and
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-00.png,that
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-01.png,Labour
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-02.png,should
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-03.png,not
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-04.png,take
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-05.png,any
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-06.png,steps
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-07.png,which
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-07-08.png,would
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-00.png,appear
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-01.png,to
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-02.png,""""
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-03.png,prop
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-04.png,up
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-05.png,""""
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-06.png,an
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-07.png,out-dated
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-08.png,institution
../dataset/raw/iam_words/words/a01/a01-003x/a01-003x-08-09.png,.
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-00.png,Since
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-01.png,1958
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-02.png,","
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-03.png,13
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-04.png,Labour
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-05.png,life
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-06.png,Peers
../dataset/raw/iam_words/words/a01/a01-007/a01-007-00-07.png,and
../dataset/raw/iam_words/words/a01/a01-007/a01-007-01-00.png,Peeresses
../dataset/raw/iam_words/words/a01/a01-007/a01-007-01-01.png,have
../dataset/raw/iam_words/words/a01/a01-007/a01-007-01-02.png,been
../dataset/raw/iam_words/words/a01/a01-007/a01-007-01-03.png,created
../dataset/raw/iam_words/words/a01/a01-007/a01-007-01-04.png,.
../dataset/raw/iam_words/words/a01/a01-007/a01-007-01-05.png,Most
../dataset/raw/iam_words/words/a01/a01-007/a01-007-01-06.png,Labour
../dataset/raw/iam_words/words/a01/a01-007/a01-007-02-00.png,sentiment
../dataset/raw/iam_words/words/a01/a01-007/a01-007-02-01.png,would
../dataset/raw/iam_words/words/a01/a01-007/a01-007-02-02.png,#
